,sounds,species,latitude,longitude
414,X02747,Litoria caerulea,"""-33.1449""","""149.9814"""
415,X00725,Anthochaera chrysoptera,"""-29.1141""","""153.4279"""
416,X00577,Pardalotus rubricatus,"""-24.2579""","""131.5626"""
417,X03591,Myzomela sanguinolenta,"""-33.1171""","""150.1566"""
418,X04084,Notamacropus rufogriseus,"""-33.1449""","""149.9814"""
419,X01748,Menura novaehollandiae,"""-33.3209""","""150.1182"""
420,X02191,Caligavis chrysops,"""-33.1341""","""150.1358"""
421,X01133,Poecilodryas superciliosa,"""-13.4342""","""132.4168"""
422,X02453,Platycercus elegans,"""-33.1801""","""150.1256"""
423,X00973,Acanthorhynchus tenuirostris,"""-33.1101""","""150.0567"""
424,X01195,Pachycephala simplex,"""-12.1761""","""132.2409"""
425,X01259,Colluricincla harmonica,"""-32.8344""","""150.2058"""
426,X02655,Ptilotula penicillata,"""-33.1341""","""150.1358"""
427,X04019,Conocephalus upoluensis,"""-33.1449""","""149.9814"""
428,X02504,Gerygone olivacea,"""-33.3209""","""150.1182"""
429,X04336,Litoria serrata,"""-16.98053""","""145.63499"""
430,X00850,Anthochaera phrygia,"""-33.1449""","""149.9814"""
431,X02420,Philemon corniculatus,"""-33.1341""","""150.1358"""
432,X03402,Anthochaera phrygia,"""-30.4511""","""151.2195"""
433,X02810,Ocyphaps lophotes,"""-33.1519""","""150.1279"""
434,X03200,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
435,X02317,Philemon corniculatus,"""-33.1341""","""150.1358"""
436,X01485,Anthus novaeseelandiae,"""-33.1449""","""149.9814"""
437,X01346,Coracina novaehollandiae,"""-33.1449""","""149.9814"""
438,X01074,Petroica goodenovii,"""-33.1449""","""149.9814"""
439,X00493,Chalcites lucidus,"""-33.1449""","""149.9814"""
440,X01072,Petroica goodenovii,"""-33.1449""","""149.9814"""
441,X04018,Conocephalus albescens,"""-33.1449""","""149.9814"""
442,X01799,Limnodynastes peronii,"""-33.3814""","""149.885"""
443,X03125,Menura novaehollandiae,"""-33.1101""","""150.0567"""
444,X03066,Menura novaehollandiae,"""-33.1101""","""150.0567"""
445,X00821,Philemon citreogularis,"""-18.6712""","""139.2359"""
446,X02242,Geopelia placida,"""-33.1341""","""150.1358"""
447,X03316,Philemon corniculatus,"""-33.1801""","""150.1256"""
448,X00473,Cacomantis flabelliformis,"""-33.1449""","""149.9814"""
449,X00273,Radjah radjah,"""-12.8542""","""132.4573"""
450,X02438,Cincloramphus mathewsi,"""-33.1801""","""150.1256"""
451,X02992,Aegotheles cristatus,"""-33.1449""","""149.9814"""
452,X00424,Platycercus elegans,"""-33.3814""","""149.8849"""
453,X00716,Anthochaera carunculata,"""-33.1449""","""149.9814"""
454,X02978,Aegotheles cristatus,"""-33.1449""","""149.9814"""
455,X03223,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
456,X02974,Aegotheles cristatus,"""-33.1449""","""149.9814"""
457,X02020,Psophodes olivaceus,"""-29.1141""","""153.4279"""
458,X03075,Menura novaehollandiae,"""-33.1101""","""150.0567"""
459,X02591,Tyto javanica,"""-33.1449""","""149.9814"""
460,X01174,Falcunculus frontatus,"""-33.1449""","""149.9814"""
461,X00120,Litoria verreauxii,"""-33.3814""","""149.885"""
462,X02628,Anthochaera carunculata,"""-33.1341""","""150.1358"""
463,X03456,Anthochaera phrygia,"""-33.0522""","""150.1722"""
464,X01457,Corvus mellori,"""-33.1449""","""149.9814"""
465,X03429,Anthochaera phrygia,"""-33.1384""","""150.1269"""
466,X02706,Malurus cyaneus,"""-33.1449""","""149.9814"""
467,X04287,Litoria serrata,"""-16.96921""","""145.62697"""
468,X04226,Litoria myola,"""-16.8""","""145.6"""
469,X02215,Manorina melanocephala,"""-33.1341""","""150.1358"""
470,X03523,Ptilotula fusca,"""-33.1449""","""149.9814"""
471,X02833,Cacatua sanguinea,"""-33.0464""","""150.2199"""
472,X00342,Ocyphaps lophotes,"""-33.1449""","""149.9814"""
473,X04063,Pteropus sp.,"""-28.5405""","""153.5495"""
474,X03668,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
475,X02273,Scythrops novaehollandiae,"""-33.1171""","""150.1566"""
476,X02136,Pachycephala rufiventris,"""-33.1171""","""150.1566"""
477,X03912,Corcorax melanorhamphos,"""-33.1341""","""150.1358"""
478,X01632,Turdus merula,"""-33.3814""","""149.8849"""
479,X00294,Aquila audax,"""-33.1449""","""149.9814"""
480,X04240,Litoria serrata,"""-16.94032""","""145.60518"""
481,X01575,Petrochelidon nigricans,"""-33.1449""","""149.9814"""
482,X00413,Alisterus scapularis,"""-33.3814""","""149.8849"""
483,X01322,Rhipidura rufiventris,"""-12.1761""","""132.2409"""
484,X01391,Cracticus torquatus,"""-33.1449""","""149.9814"""
485,X03800,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
486,X03693,Colluricincla harmonica,"""-33.1171""","""150.1566"""
487,X01572,Hirundo neoxena,"""-33.1449""","""149.9814"""
488,X00893,Caligavis chrysops,"""-33.1806""","""150.2364"""
489,X00250,Cicadidae sp.,"""-33.1806""","""150.2364"""
490,X00501,Centropus phasianinus,"""-17.4549""","""138.3563"""
491,X01844,Corvus coronoides,"""-33.1449""","""149.9814"""
492,X03481,Manorina melanocephala,"""-28.5362""","""153.5465"""
493,X00994,Microeca fascinans,"""-33.1449""","""149.9814"""
494,X01752,Menura novaehollandiae,"""-33.3209""","""150.1182"""
495,X03924,Stizoptera bichenovii,"""-33.1449""","""149.9814"""
496,X03823,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
497,X03304,Acanthagenys rufogularis,"""-33.1341""","""150.1358"""
498,X02129,Geopelia placida,"""-33.1171""","""150.1566"""
499,X00412,Alisterus scapularis,"""-33.3814""","""149.8849"""
500,X03281,Anthochaera carunculata,"""-33.1519""","""150.1279"""
501,X00927,Ptilotula penicillata,"""-33.1449""","""149.9814"""
502,X02986,Aegotheles cristatus,"""-33.1341""","""150.1358"""
503,X00786,Philemon corniculatus,"""-33.1449""","""149.9814"""
504,X02494,Myiagra rubecula,"""-33.1171""","""150.1566"""
505,X01627,Turdus merula,"""-33.3814""","""149.8849"""
506,X04225,Litoria myola,"""-16.8""","""145.6"""
507,X02324,Smicrornis brevirostris,"""-33.1341""","""150.1358"""
508,X00464,Cacomantis variolosus,"""-33.3814""","""149.8849"""
509,X03452,Anthochaera phrygia,"""-33.1519""","""150.1279"""
510,X02323,Rhipidura albiscapa,"""-33.1341""","""150.1358"""
511,X00475,Cacomantis flabelliformis,"""-33.1449""","""149.9814"""
512,X01330,Rhipidura leucophrys,"""-33.1449""","""149.9814"""
513,X04138,Psophodes nigrogularis,"""-34.8467""","""135.861"""
514,X01283,Myiagra cyanoleuca,"""-33.3814""","""149.8849"""
515,X01625,Turdus merula,"""-33.3814""","""149.8849"""
516,X00659,Gerygone olivacea,"""-17.7668""","""141.1166"""
517,X04072,Pseudocheirus peregrinus,"""-33.1341""","""150.1358"""
518,X00190,Gryllidae sp.,"""-33.1449""","""149.9814"""
519,X02257,Philemon corniculatus,"""-33.1341""","""150.1358"""
520,X00221,Caelifera sp.,"""-33.1449""","""149.9814"""
521,X03546,Ptilotula penicillata,"""-33.0522""","""150.1722"""
522,X00303,Falco cenchroides,"""-17.5049""","""128.3807"""
523,X03251,Acanthiza pusilla,"""-33.1449""","""149.9814"""
524,X02700,Corvus orru,"""-28.0911""","""153.4549"""
525,X00898,Stomiopera unicolor,"""-18.7395""","""138.3191"""
526,X03465,Anthochaera phrygia,"""-33.1449""","""149.9814"""
527,X01554,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
528,X00896,Gavicalis virescens,"""-24.2004""","""132.8231"""
529,X04207,Litoria myola,"""-16.8""","""145.6"""
530,X02157,Anthochaera carunculata,"""-33.1341""","""150.1358"""
531,X01679,Menura novaehollandiae,"""-33.3209""","""150.1182"""
532,X01165,Daphoenositta chrysoptera,"""-33.1449""","""149.9814"""
533,X00633,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
534,X00983,Myzomela sanguinolenta,"""-33.1449""","""149.9814"""
535,X00833,Anthochaera phrygia,"""-33.1449""","""149.9814"""
536,X00730,Plectorhyncha lanceolata,"""-33.1449""","""149.9814"""
537,X03424,Anthochaera phrygia,"""-33.1519""","""150.1279"""
538,X03400,Anthochaera phrygia,"""-30.4511""","""151.2195"""
539,X04178,Psophodes nigrogularis,"""-35.0""","""118.2"""
540,X02932,Ninox connivens,"""-33.1""","""150.2"""
541,X01435,Strepera graculina,"""-33.1449""","""149.9814"""
542,X02733,Crinia signifera,"""-33.1171""","""150.1566"""
543,X02544,Philemon corniculatus,"""-33.1449""","""149.9814"""
544,X03422,Anthochaera phrygia,"""-33.1519""","""150.1279"""
545,X03133,Cormobates leucophaea,"""-33.1449""","""149.9814"""
546,X00126,Crinia signifera,"""-33.3814""","""149.885"""
547,X00987,Microeca fascinans,"""-33.1449""","""149.9814"""
548,X01385,Cracticus torquatus,"""-13.9652""","""131.6983"""
549,X02963,Eurostopodus mystacalis,"""-33.1449""","""149.9814"""
550,X02638,Crinia signifera,"""-33.1171""","""150.1566"""
551,X00766,Philemon corniculatus,"""-33.1449""","""149.9814"""
552,X01294,Myiagra inquieta,"""-33.1449""","""149.9814"""
553,X00883,Caligavis chrysops,"""-33.3814""","""149.8849"""
554,X02486,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
555,X02567,Platyplectrum ornatum,"""-33.1449""","""149.9814"""
556,X02459,Rhipidura albiscapa,"""-33.1171""","""150.1566"""
557,X02169,Anthochaera carunculata,"""-33.1449""","""149.9814"""
558,X02927,Ninox connivens,"""-33.1""","""150.2"""
559,X03575,Melithreptus brevirostris,"""-33.1449""","""149.9814"""
560,X02677,Eurystomus orientalis,"""-30.4511""","""151.2195"""
561,X04263,Litoria serrata,"""-16.95198""","""145.61961"""
562,X00921,Ptilotula flavescens,"""-18.7395""","""138.3191"""
563,X03237,Gerygone olivacea,"""-33.1801""","""150.1256"""
564,X01025,Microeca flavigaster,"""-13.3019""","""132.4329"""
565,X00252,Austronomus australis,"""-33.1449""","""149.9814"""
566,X01081,Petroica phoenicea,"""-32.8405""","""150.3575"""
567,X01098,Eopsaltria australis,"""-33.3814""","""149.8849"""
568,X01592,Acrocephalus australis,"""-33.1449""","""149.9814"""
569,X03562,Ptilotula penicillata,"""-33.4123""","""150.0799"""
570,X04211,Litoria myola,"""-16.8""","""145.6"""
571,X01247,Colluricincla harmonica,"""-24.2004""","""132.8231"""
572,X02845,Trichoglossus haematodus,"""-29.4079""","""153.3503"""
573,X02127,Caligavis chrysops,"""-33.1449""","""149.9814"""
574,X00916,Ptilotula fusca,"""-33.1449""","""149.9814"""
575,X03878,Strepera graculina,"""-29.4079""","""153.3503"""
576,X02162,Gymnorhina tibicen,"""-30.6411""","""151.5007"""
577,X01032,Petroica goodenovii,"""-33.1449""","""149.9814"""
578,X01763,Menura novaehollandiae,"""-33.1101""","""150.0567"""
579,X02188,Gavicalis virescens,"""-33.1341""","""150.1358"""
580,X02709,Pachycephala rufiventris,"""-33.1171""","""150.1566"""
581,X00603,Neosericornis citreogularis,"""-32.8405""","""150.3575"""
582,X04110,Psophodes nigrogularis,"""-34.907""","""135.6858"""
583,X00824,Anthochaera phrygia,"""-33.1449""","""149.9814"""
584,X01807,Limnodynastes tasmaniensis,"""-33.3814""","""149.885"""
585,X00767,Philemon corniculatus,"""-33.1449""","""149.9814"""
586,X03176,Sericornis frontalis,"""-33.1171""","""150.1566"""
587,X02138,Caligavis chrysops,"""-33.1171""","""150.1566"""
588,X00872,Manorina melanocephala,"""-33.1449""","""149.9814"""
589,X01601,Cincloramphus mathewsi,"""-33.1449""","""149.9814"""
590,X01180,Pachycephala inornata,"""-33.1449""","""149.9814"""
591,X00608,Sericornis frontalis,"""-33.3814""","""149.8849"""
592,X00182,Gryllidae sp.,"""-33.1449""","""149.9814"""
593,X03984,Gryllidae sp.,"""-33.1341""","""150.1358"""
594,X03497,Caligavis chrysops,"""-33.1341""","""150.1358"""
595,X01537,Stagonopleura guttata,"""-33.1449""","""149.9814"""
596,X00293,Accipiter cirrocephalus,"""-33.3814""","""149.8849"""
597,X02251,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
598,X00673,Acanthiza apicalis,"""-24.2004""","""132.8231"""
599,X01607,Zosterops lateralis,"""-33.1449""","""149.9814"""
600,X01107,Eopsaltria australis,"""-33.1449""","""149.9814"""
601,X02422,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
602,X00717,Anthochaera chrysoptera,"""-31.9606""","""115.8535"""
603,X03280,Anthochaera carunculata,"""-33.1341""","""150.1358"""
604,X00706,Acanthiza lineata,"""-33.1449""","""149.9814"""
605,X01080,Petroica phoenicea,"""-32.8405""","""150.3575"""
606,X02536,Cracticus nigrogularis,"""-31.8241""","""149.7198"""
607,X04327,Litoria serrata,"""-16.98053""","""145.63499"""
608,X03392,Anthochaera phrygia,"""-33.0522""","""150.1722"""
609,X03266,Acanthiza chrysorrhoa,"""-33.1449""","""149.9814"""
610,X03532,Ptilotula fusca,"""-33.1449""","""149.9814"""
611,X02522,Strepera graculina,"""-29.4079""","""153.3503"""
612,X04121,Psophodes nigrogularis,"""-34.6109""","""135.8019"""
613,X03906,Corcorax melanorhamphos,"""-33.1449""","""149.9814"""
614,X01184,Pachycephala inornata,"""-33.1449""","""149.9814"""
615,X02005,Psophodes nigrogularis,"""-34.7857""","""135.8023"""
616,X04243,Litoria serrata,"""-16.94032""","""145.60518"""
617,X03855,Strepera graculina,"""-33.1449""","""149.9814"""
618,X00506,Ninox boobook,"""-33.3814""","""149.8849"""
619,X02976,Aegotheles cristatus,"""-33.1449""","""149.9814"""
620,X00381,Callocephalon fimbriatum,"""-33.18""","""150.24"""
621,X03769,Artamus superciliosus,"""-33.1801""","""150.1256"""
622,X02354,Falcunculus frontatus,"""-33.1801""","""150.1256"""
623,X03344,Philemon corniculatus,"""-33.1449""","""149.9814"""
624,X00185,Gryllidae sp.,"""-33.1449""","""149.9814"""
625,X02926,Scythrops novaehollandiae,"""-33.1171""","""150.1566"""
626,X01207,Pachycephala rufiventris,"""-33.1101""","""150.0567"""
627,X02413,Geopelia placida,"""-33.1171""","""150.1566"""
628,X02809,Phaps sp.,"""-33.1449""","""149.9814"""
629,X00785,Philemon corniculatus,"""-33.1449""","""149.9814"""
630,X02153,Philemon corniculatus,"""-33.1171""","""150.1566"""
631,X03561,Ptilotula penicillata,"""-33.1449""","""149.9814"""
632,X01192,Pachycephala simplex,"""-12.1761""","""132.2409"""
633,X02392,Gymnorhina tibicen,"""-33.1341""","""150.1358"""
634,X01776,Menura alberti,"""-28.4589""","""153.1341"""
635,X00810,Philemon citreogularis,"""-18.7395""","""138.3191"""
636,X03713,Rhipidura rufifrons,"""-29.4079""","""153.3503"""
637,X03530,Ptilotula fusca,"""-33.1449""","""149.9814"""
638,X02103,Eopsaltria australis,"""-33.1449""","""149.9814"""
639,X03750,Oriolus sagittatus,"""-33.1449""","""149.9814"""
640,X04146,Psophodes nigrogularis,"""-34.8462""","""135.8604"""
641,X03891,Corvus coronoides,"""-33.1449""","""149.9814"""
642,X04036,Microchiroptera sp.,"""-33.1449""","""149.9814"""
643,X02981,Aegotheles cristatus,"""-33.1449""","""149.9814"""
644,X01647,Menura novaehollandiae,"""-33.4609""","""150.1715"""
645,X02396,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
646,X00134,Litoria verreauxii,"""-33.3814""","""149.885"""
647,X01218,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
648,X00444,Melopsittacus undulatus,"""-18.6712""","""139.2359"""
649,X03649,Daphoenositta chrysoptera,"""-33.1449""","""149.9814"""
650,X01673,Menura novaehollandiae,"""-33.3209""","""150.1182"""
651,X02401,Cracticus torquatus,"""-33.1341""","""150.1358"""
652,X02895,Platycercus adscitus,"""-30.4511""","""151.2195"""
653,X01789,Litoria latopalmata,"""-33.1449""","""149.9814"""
654,X01574,Hirundo neoxena,"""-33.1449""","""149.9814"""
655,X00275,Nettapus pulchellus,"""-13.8889""","""132.7813"""
656,X04114,Psophodes nigrogularis,"""-34.6627""","""135.4287"""
657,X01368,Oriolus sagittatus,"""-33.1449""","""149.9814"""
658,X02541,Eolophus roseicapilla,"""-31.8241""","""149.7198"""
659,X03896,Corvus coronoides,"""-33.1449""","""149.9814"""
660,X02659,Melithreptus lunatus,"""-33.1449""","""149.9814"""
661,X01265,Myiagra rubecula,"""-33.3814""","""149.8849"""
662,X03068,Menura novaehollandiae,"""-33.1101""","""150.0567"""
663,X01483,Mirafra javanica,"""-33.1449""","""149.9814"""
664,X00966,Purnella albifrons,"""-24.2004""","""132.8231"""
665,X02528,Meliphaga lewinii,"""-29.4079""","""153.3503"""
666,X02429,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
667,X01029,Petroica boodang,"""-33.1449""","""149.9814"""
668,X03026,Aegotheles cristatus,"""-33.1449""","""149.9814"""
669,X02400,Gymnorhina tibicen,"""-33.1341""","""150.1358"""
670,X04122,Psophodes nigrogularis,"""-34.7857""","""135.8021"""
671,X04081,Notamacropus rufogriseus,"""-33.1449""","""149.9814"""
672,X00255,Coturnix pectoralis,"""-33.3814""","""149.8849"""
673,X04213,Litoria myola,"""-16.8""","""145.6"""
674,X01495,Taeniopygia guttata,"""-33.1449""","""149.9814"""
675,X03966,Gryllotalpidae sp.,"""-33.1449""","""149.9814"""
676,X00912,Nesoptilotis leucotis,"""-33.3814""","""149.8849"""
677,X03149,Malurus cyaneus,"""-33.1449""","""149.9814"""
678,X03212,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
679,X00208,Conocephalus sp.,"""-33.1449""","""149.9814"""
680,X04313,Litoria serrata,"""-16.93669""","""145.61621"""
681,X02712,Cormobates leucophaea,"""-33.1449""","""149.9814"""
682,X00642,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
683,X00593,Pardalotus striatus,"""-18.7395""","""138.3191"""
684,X02827,Calyptorhynchus lathami,"""-33.1""","""150.1"""
685,X03221,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
686,X00494,Chalcites lucidus,"""-33.1101""","""150.0567"""
687,X02280,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
688,X03291,Anthochaera carunculata,"""-33.1519""","""150.1279"""
689,X02281,Zosterops lateralis,"""-33.1341""","""150.1358"""
690,X01364,Oriolus flavocinctus,"""-12.1761""","""132.2409"""
691,X00316,Fulica atra,"""-33.1449""","""149.9814"""
692,X04188,Uperoleia littlejohni,"""-17.34231""","""145.41745"""
693,X04278,Litoria serrata,"""-16.96921""","""145.62697"""
694,X00535,Eurystomus orientalis,"""-33.1449""","""149.9814"""
695,X00261,Synoicus ypsilophora,"""-33.1449""","""149.9814"""
696,X00408,Parvipsitta pusilla,"""-33.1449""","""149.9814"""
697,X02509,Gymnorhina tibicen,"""-33.1341""","""150.1358"""
698,X02710,Colluricincla harmonica,"""-33.1171""","""150.1566"""
699,X01445,Corvus coronoides,"""-33.1449""","""149.9814"""
700,X03643,Psophodes olivaceus,"""-29.4079""","""153.3503"""
701,X02773,Aquila audax,"""-33.1449""","""149.9814"""
702,X01489,Anthus novaeseelandiae,"""-33.1449""","""149.9814"""
703,X00299,Hieraaetus morphnoides,"""-33.1449""","""149.9814"""
704,X00420,Platycercus elegans,"""-33.1449""","""149.9814"""
705,X02732,Litoria caerulea,"""-33.1449""","""149.9814"""
706,X02139,Colluricincla harmonica,"""-33.1171""","""150.1566"""
707,X00654,Gerygone fusca,"""-32.0854""","""115.8294"""
708,X02777,Aquila audax,"""-33.1801""","""150.1256"""
709,X01037,Petroica goodenovii,"""-33.1449""","""149.9814"""
710,X01418,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
711,X02356,Myiagra inquieta,"""-33.1801""","""150.1256"""
712,X00776,Philemon corniculatus,"""-33.1449""","""149.9814"""
713,X01732,Menura novaehollandiae,"""-33.1101""","""150.0567"""
714,X02556,Acrocephalus australis,"""-33.1449""","""149.9814"""
715,X03567,Melithreptus gularis,"""-33.1449""","""149.9814"""
716,X00133,Litoria peronii,"""-33.3814""","""149.885"""
717,X00662,Gerygone olivacea,"""-33.1107""","""150.0567"""
718,X02881,Platycercus elegans,"""-33.1449""","""149.9814"""
719,X01726,Menura novaehollandiae,"""-33.1101""","""150.0567"""
720,X02234,Cracticus torquatus,"""-33.1341""","""150.1358"""
721,X03100,Menura novaehollandiae,"""-33.4115""","""150.0649"""
722,X03482,Manorina melanocephala,"""-28.0924""","""153.4599"""
723,X00148,Limnodynastes tasmaniensis,"""-33.1301""","""150.1398"""
724,X02887,Platycercus elegans,"""-33.1449""","""149.9814"""
725,X02097,Petroica goodenovii,"""-33.1449""","""149.9814"""
726,X03146,Malurus cyaneus,"""-33.1449""","""149.9814"""
727,X02240,Dicaeum hirundinaceum,"""-33.1341""","""150.1358"""
728,X01138,Pomatostomus superciliosus,"""-33.1449""","""149.9814"""
729,X00541,Cormobates leucophaea,"""-33.1107""","""150.0567"""
730,X03533,Ptilotula fusca,"""-33.1449""","""149.9814"""
731,X04197,Cophixalus ornatus,"""-17.5981""","""145.75762"""
732,X03137,Cormobates leucophaea,"""-33.1449""","""149.9814"""
